Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Sh,SoT,SoT%,PK,PKatt,CrdY,CrdR,Fls,Crs,OG,2CrdY,performance_index
El Hadji Malick Diouf,sn SEN,"DF,MF",West Ham United,eng Premier League,21.0,2004.0,22,20,1824,20.3,13,2,15.4,0,0,4,0,18,67,0,0,-0.08551897113461344
Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,33.0,1993.0,24,21,1832,20.4,10,1,10.0,0,0,2,0,12,2,0,0,-0.5886418774655041
Ritsu Doan,jp JPN,MF,Eintracht Frankfurt,de Bundesliga,27.0,1998.0,24,23,1892,21.0,30,11,36.7,0,0,2,0,17,89,0,0,0.5880187336592034
Dodô,br BRA,"MF,DF",Fiorentina,it Serie A,27.0,1998.0,26,26,2234,24.8,18,1,5.6,0,0,5,0,12,111,0,0,-0.027692289453572844
Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,27.0,1998.0,24,24,2160,24.0,31,5,16.1,0,0,3,0,22,6,0,0,0.22834980112707834
Josh Doig,sct SCO,DF,Sassuolo,it Serie A,23.0,2002.0,25,20,1723,19.1,9,3,33.3,0,0,4,0,14,34,0,0,-0.3820506799945778
Jeremy Doku,be BEL,"MF,FW",Manchester City,eng Premier League,23.0,2002.0,20,13,1186,13.2,20,8,40.0,0,0,0,0,17,43,0,0,0.13508531792105086
Tyrhys Dolan,eng ENG,MF,Espanyol,es La Liga,24.0,2001.0,25,19,1666,18.5,23,7,30.4,0,0,5,1,26,76,0,1,0.26456946962727806
Jean-Luc Dompé,fr FRA,FW,Hamburger SV,de Bundesliga,30.0,1995.0,16,11,1021,11.3,21,9,42.9,0,0,0,0,2,74,0,0,-0.5790434595218087
Patrick Dorgu,dk DEN,MF,Manchester Utd,eng Premier League,21.0,2004.0,22,14,1335,14.8,20,7,35.0,0,0,5,0,19,54,0,0,0.7164044307068085
Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,28.0,1998.0,22,18,1540,17.1,13,3,23.1,0,0,1,0,20,17,0,0,-0.42655142450233463
Guela Doué,ci CIV,"DF,MF",Strasbourg,fr Ligue 1,23.0,2002.0,18,17,1521,16.9,9,4,44.4,0,0,3,0,35,41,0,0,0.5885401905510923
Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,22.0,2003.0,18,18,1488,16.5,6,3,50.0,0,0,3,2,11,2,1,0,-0.528332475221732
Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,23.0,2003.0,18,17,1347,15.0,33,11,33.3,0,0,5,0,25,19,0,0,0.43914947257918235
Anastasios Douvikas,gr GRE,FW,Como,it Serie A,26.0,1999.0,27,16,1504,16.7,46,21,45.7,1,1,0,0,21,3,0,0,0.47272952356854325
Domingos Duarte,pt POR,DF,Getafe,es La Liga,30.0,1995.0,22,22,1893,21.0,8,1,12.5,0,0,7,0,22,0,1,0,-0.513562992259666
Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,34.0,1991.0,27,26,2385,26.5,18,2,11.1,0,0,9,0,13,5,0,0,-0.43091217719153396
Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,24.0,2001.0,20,11,964,10.7,24,10,41.7,0,0,0,0,12,6,0,0,-0.2887343917041921
Hugo Duro,es ESP,FW,Valencia,es La Liga,26.0,1999.0,25,16,1437,16.0,26,10,38.5,0,0,4,0,15,0,0,0,0.17085770747791365
Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,32.0,1993.0,17,12,1054,11.7,36,14,38.9,0,1,0,0,11,73,0,0,-0.059259304301094926
Adam Dźwigała,pl POL,DF,St Pauli,de Bundesliga,30.0,1995.0,14,11,986,11.0,2,1,50.0,0,0,5,0,15,1,0,0,0.37486009592362673
Aron Dønnum,no NOR,"MF,FW",Toulouse,fr Ligue 1,27.0,1998.0,19,19,1679,18.7,28,11,39.3,3,3,5,0,23,112,0,0,0.3965240221569256
Simon Ebonog,cm CMR,MF,Le Havre,fr Ligue 1,21.0,2004.0,21,15,1210,13.4,13,2,15.4,0,0,5,0,17,10,0,0,-0.46152490194417
Éderson,br BRA,MF,Atalanta,it Serie A,26.0,1999.0,21,19,1582,17.6,25,6,24.0,1,1,1,0,25,9,0,0,-0.12771329721035898
Odsonne Édouard,fr FRA,FW,Lens,fr Ligue 1,28.0,1998.0,20,19,1242,13.8,37,19,51.4,1,1,1,0,17,1,0,0,0.5050556570148388
Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,29.0,1996.0,24,24,2160,24.0,35,10,28.6,0,0,3,0,16,10,0,0,0.030803916975834615
Hjalmar Ekdal,se SWE,DF,Burnley,eng Premier League,27.0,1998.0,15,13,1179,13.1,5,1,20.0,0,0,0,0,5,1,0,0,-0.867343459082349
Hugo Ekitike,fr FRA,FW,Liverpool,eng Premier League,23.0,2002.0,25,19,1679,18.7,62,19,30.6,0,0,0,0,32,7,0,0,0.49367690984330587
Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,25.0,2000.0,22,18,1471,16.3,22,11,50.0,0,0,1,0,14,24,0,0,-0.023726842594247732
Jacques Ekomie,ga GAB,DF,Angers,fr Ligue 1,22.0,2003.0,24,18,1583,17.6,8,3,37.5,0,0,3,0,22,43,0,0,-0.1462417781508234
Anthony Elanga,se SWE,FW,Newcastle United,eng Premier League,23.0,2002.0,24,11,1060,11.8,13,4,30.8,0,0,0,0,6,75,0,0,-0.6913338276745895
Daniel Elfadli,ly LBY,DF,Hamburger SV,de Bundesliga,28.0,1997.0,16,12,1023,11.4,2,1,50.0,0,0,5,1,17,0,0,1,-0.6613248618116457
Unai Elgezabal,es ESP,"DF,MF",Levante,es La Liga,32.0,1993.0,12,11,958,10.6,3,1,33.3,0,0,2,0,11,0,1,0,-0.4843375918387789
Mikael Ellertsson,is ISL,MF,Genoa,it Serie A,23.0,2002.0,26,21,1925,21.4,20,6,30.0,0,0,1,0,21,25,0,0,-0.16149726226366992
Elif Elmas,mk MKD,MF,Napoli,it Serie A,26.0,1999.0,24,16,1405,15.6,18,7,38.9,0,0,2,0,13,31,0,0,-0.5700953345918776
Breel Embolo,ch SUI,FW,Rennes,fr Ligue 1,29.0,1997.0,21,15,1346,15.0,23,11,47.8,0,0,3,0,36,4,0,0,0.5588043406746414
Emersonn,br BRA,FW,Toulouse,fr Ligue 1,21.0,2004.0,18,14,1110,12.3,39,13,33.3,0,0,3,1,30,7,0,0,-0.19651618882766658
Julio Enciso,py PAR,MF,Strasbourg,fr Ligue 1,22.0,2004.0,17,15,1222,13.6,36,13,36.1,0,0,2,0,12,34,0,0,-0.2275520989451329
Yannik Engelhardt,de GER,MF,Gladbach,de Bundesliga,25.0,2001.0,22,20,1711,19.0,16,5,31.3,0,0,5,0,29,5,0,0,0.10450019240207532
Christian Eriksen,dk DEN,MF,Wolfsburg,de Bundesliga,34.0,1992.0,21,17,1570,17.4,23,7,30.4,1,1,3,0,9,61,0,0,-0.2632680919569091
Francesco Esposito,it ITA,FW,Inter,it Serie A,20.0,2005.0,25,8,965,10.7,41,16,39.0,0,0,1,0,21,2,0,0,0.41832033375547084
Sebastiano Esposito,it ITA,"FW,MF",Cagliari,it Serie A,23.0,2002.0,26,24,1863,20.7,34,9,26.5,0,0,4,0,34,95,0,0,0.4990127769130089
Maxime Estève,fr FRA,DF,Burnley,eng Premier League,23.0,2002.0,25,25,2148,23.9,9,1,11.1,0,0,0,0,9,4,2,0,-0.31852689705003023
Karl Etta Eyong,cm CMR,FW,Levante,es La Liga,22.0,2003.0,21,15,1303,14.5,34,14,41.2,0,1,2,0,22,11,0,0,0.3015551575188596
Evanilson,br BRA,FW,Bournemouth,eng Premier League,26.0,1999.0,26,22,1935,21.5,53,20,37.7,0,0,1,0,16,2,0,0,-0.11710755655671821
Edu Expósito,es ESP,MF,Espanyol,es La Liga,29.0,1996.0,25,21,1666,18.5,29,9,31.0,0,0,5,0,16,176,0,0,0.34520920768490804
Eberechi Eze,eng ENG,"MF,FW",Arsenal,eng Premier League,27.0,1998.0,23,14,1239,13.8,36,13,36.1,0,0,1,0,12,6,0,0,0.3282724630676731
Abde Ezzalzouli,ma MAR,"MF,FW",Real Betis,es La Liga,24.0,2001.0,17,15,1320,14.7,50,14,28.0,0,0,2,0,19,29,0,0,0.928336932445541
Alieu Fadera,gm GAM,FW,Sassuolo,it Serie A,24.0,2001.0,25,8,936,10.4,13,4,30.8,0,0,4,0,32,24,0,0,0.08832939989552424
Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,25.0,2001.0,23,20,1714,19.0,22,5,22.7,0,0,4,0,15,67,0,0,0.08323439320039497
Aleix Febas,es ESP,MF,Elche,es La Liga,30.0,1996.0,25,25,2238,24.9,18,8,44.4,0,0,7,0,22,15,0,0,0.887928937158288
Robin Fellhauer,de GER,MF,Augsburg,de Bundesliga,28.0,1998.0,24,22,1970,21.9,22,5,22.7,0,0,2,0,19,66,0,0,0.18185089400265922
Kiko Femenía,es ESP,"DF,MF",Getafe,es La Liga,35.0,1991.0,20,18,1486,16.5,5,2,40.0,0,0,2,0,15,34,0,0,-0.2515054368109772
Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,26.0,1999.0,18,12,1127,12.5,10,2,20.0,0,0,4,0,28,17,0,0,-0.5246610836932962
Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,31.0,1994.0,25,25,2164,24.0,63,18,28.6,3,5,3,0,17,112,0,0,1.4568565174304968
Mateus Fernandes,pt POR,MF,West Ham United,eng Premier League,21.0,2004.0,26,25,2123,23.6,20,5,25.0,0,0,4,0,32,39,0,0,1.0732713947270092
Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,25.0,2001.0,27,26,2320,25.8,54,23,42.6,2,2,7,0,29,55,0,0,0.7609015854350977
Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,23.0,2002.0,26,19,1763,19.6,42,16,38.1,1,1,2,0,27,6,0,0,0.09379342987905755
Matias Fernandez-Pardo,be BEL,"MF,FW",Lille,fr Ligue 1,21.0,2005.0,19,17,1494,16.6,42,19,45.2,0,0,4,0,11,47,0,0,0.1888280558243945
Zian Flemming,nl NED,FW,Burnley,eng Premier League,27.0,1998.0,20,12,1012,11.2,30,13,43.3,2,2,3,0,26,3,0,0,0.07929946217163356
Phil Foden,eng ENG,MF,Manchester City,eng Premier League,25.0,2000.0,24,20,1719,19.1,49,16,32.7,0,0,4,0,17,102,0,0,0.4471041551085195
Youssouf Fofana,fr FRA,MF,Milan,it Serie A,27.0,1999.0,22,19,1530,17.0,32,11,34.4,0,0,4,0,16,7,0,0,-0.26983425877812567
Jonas Föhrenbach,de GER,"DF,MF",Heidenheim,de Bundesliga,30.0,1996.0,19,18,1650,18.3,5,1,20.0,0,0,3,0,12,75,0,0,-0.06814187529114578
Michael Folorunsho,it ITA,"MF,FW",Cagliari,it Serie A,28.0,1998.0,17,16,1336,14.8,20,7,35.0,0,0,3,0,25,17,0,0,-0.2379714509474252
Pablo Fornals,es ESP,MF,Real Betis,es La Liga,30.0,1996.0,26,25,2088,23.2,35,15,42.9,0,0,2,0,23,96,0,0,0.8045315530902705
Lyle Foster,za RSA,FW,Burnley,eng Premier League,25.0,2000.0,20,12,1071,11.9,15,4,26.7,0,0,4,0,18,4,0,0,-0.27869194897161237
Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,32.0,1993.0,15,12,1150,12.8,6,1,16.7,0,0,1,0,16,11,0,0,-0.8951690187324806
Przemysław Frankowski,pl POL,MF,Rennes,fr Ligue 1,30.0,1995.0,16,14,1105,12.3,9,3,33.3,0,0,4,0,11,70,0,0,-0.18534480710154813
Morten Frendrup,dk DEN,MF,Genoa,it Serie A,24.0,2001.0,26,25,2196,24.4,8,3,37.5,0,0,3,0,33,3,0,0,0.6662543036653289
Martin Frese,dk DEN,"MF,DF",Hellas Verona,it Serie A,28.0,1998.0,21,17,1602,17.8,15,7,46.7,0,0,5,0,28,46,1,0,-0.05799641236407878
Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,27.0,1998.0,22,22,1938,21.5,8,2,25.0,0,0,7,0,13,15,0,0,-0.13464437832587514
Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,29.0,1997.0,23,23,1669,18.5,36,16,44.4,0,0,2,0,25,25,0,0,0.44189632005558355
Chris Führich,de GER,MF,Stuttgart,de Bundesliga,28.0,1998.0,23,11,1005,11.2,22,13,59.1,0,0,1,0,4,42,0,0,0.08112940297811713
Joel Fujita,jp JPN,MF,St Pauli,de Bundesliga,24.0,2002.0,23,22,1943,21.6,24,4,16.7,0,0,4,0,27,22,0,0,0.07981318286768808
Matteo Gabbia,it ITA,DF,Milan,it Serie A,26.0,1999.0,24,22,1990,22.1,18,3,16.7,0,0,3,0,18,1,0,0,-0.8203714411768178
Tiago Gabriel,pt POR,DF,Lecce,it Serie A,21.0,2004.0,27,26,2319,25.8,15,3,20.0,0,0,4,0,23,1,1,0,0.256979905613305
Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,25.0,2000.0,23,11,1089,12.1,21,8,38.1,0,0,4,0,18,24,0,0,-0.027423936468200714
Roberto Gagliardini,it ITA,MF,Hellas Verona,it Serie A,31.0,1994.0,19,15,1405,15.6,10,3,30.0,0,0,5,0,25,13,0,0,0.2556829140083304
Cody Gakpo,nl NED,"MF,FW",Liverpool,eng Premier League,26.0,1999.0,26,22,1909,21.2,60,13,21.7,0,0,2,0,28,80,0,0,0.3038484176908841
Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,32.0,1993.0,24,22,1556,17.3,15,2,13.3,0,0,10,0,42,35,0,0,-0.07674088665016687
Antonino Gallo,it ITA,DF,Lecce,it Serie A,26.0,2000.0,27,25,2219,24.7,5,1,20.0,0,0,2,0,6,85,0,0,-0.3871837383160747
Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,36.0,1989.0,19,19,1580,17.6,22,5,22.7,0,0,1,1,15,17,0,0,-0.00931386362890876
Ismaëlo Ganiou,bf BFA,DF,Lens,fr Ligue 1,20.0,2005.0,13,13,1152,12.8,9,2,22.2,0,0,3,1,17,5,0,1,-0.16842802868940213
Aleix García,es ESP,MF,Leverkusen,de Bundesliga,28.0,1997.0,23,21,1848,20.5,20,3,15.0,0,0,3,0,5,91,0,0,-0.08278184047988345
Álvaro García,es ESP,"MF,FW",Rayo Vallecano,es La Liga,33.0,1992.0,25,19,1696,18.8,35,14,40.0,0,0,3,0,15,68,0,0,0.08513768374315277
Eric García,es ESP,"DF,MF",Barcelona,es La Liga,25.0,2001.0,26,24,2080,23.1,23,6,26.1,0,0,3,0,26,9,0,0,0.2964851321166965
Rubén García,es ESP,"MF,FW",Osasuna,es La Liga,32.0,1993.0,24,18,1488,16.5,19,5,26.3,0,0,4,0,23,101,0,0,0.32408611208887933
James Garner,eng ENG,"MF,DF",Everton,eng Premier League,24.0,2001.0,28,28,2513,27.9,40,11,27.5,0,0,7,0,27,148,0,0,1.1521249941757572
Federico Gatti,it ITA,DF,Juventus,it Serie A,27.0,1998.0,14,10,900,10.0,11,5,45.5,0,0,3,0,13,2,0,0,-0.3964950115276102
Jean-Philippe Gbamin,ci CIV,DF,Metz,fr Ligue 1,30.0,1995.0,21,21,1737,19.3,12,6,50.0,0,0,1,1,13,3,0,0,-0.305053615144432
Yann Gboho,fr FRA,"MF,FW",Toulouse,fr Ligue 1,25.0,2001.0,23,22,1980,22.0,40,13,32.5,0,0,1,0,13,28,0,0,0.5866205270662103
Lutsharel Geertruida,nl NED,"DF,MF",Sunderland,eng Premier League,25.0,2000.0,22,11,1189,13.2,7,1,14.3,0,0,0,0,10,2,0,0,-0.6713758919142885
Yannick Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,31.0,1994.0,13,11,946,10.5,10,1,10.0,0,0,1,0,18,7,0,0,-0.6348478882682388
Dimitris Giannoulis,gr GRE,MF,Augsburg,de Bundesliga,30.0,1995.0,18,16,1208,13.4,7,4,57.1,0,0,5,0,11,60,0,0,0.23435817873743275
Morgan Gibbs-White,eng ENG,MF,Nottingham Forest,eng Premier League,26.0,2000.0,28,27,2386,26.5,60,19,31.7,1,1,1,0,20,32,0,0,0.33239573172495857
Bryan Gil,es ESP,MF,Girona,es La Liga,25.0,2001.0,23,17,1349,15.0,20,5,25.0,0,0,4,0,16,41,0,0,-0.10173845140289021
Mario Gila,es ESP,DF,Lazio,it Serie A,25.0,2000.0,24,24,2017,22.4,11,3,27.3,0,0,3,1,16,1,0,0,-0.17397483760759377
Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,29.0,1997.0,17,15,1187,13.2,4,1,25.0,0,0,6,0,23,4,0,0,-0.4652149189671585
Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,21.0,2004.0,19,13,990,11.0,10,1,10.0,0,0,3,0,28,45,0,0,-0.4291575837395441
Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,32.0,1994.0,23,23,2070,23.0,11,4,36.4,0,0,1,0,10,6,0,0,-0.29724163976997836
Giovane,br BRA,"FW,MF",Hellas Verona,it Serie A,22.0,2003.0,21,19,1533,17.0,47,25,53.2,0,0,2,0,21,56,0,0,0.2180027224278626
Olivier Giroud,fr FRA,FW,Lille,fr Ligue 1,39.0,1986.0,22,17,1451,16.1,38,13,34.2,2,3,2,0,26,2,0,0,-0.04693744768720587
Serge Gnabry,de GER,MF,Bayern Munich,de Bundesliga,30.0,1995.0,19,14,1069,11.9,40,15,37.5,0,0,1,0,8,19,0,0,0.41174135604163437
Martial Godo,eng ENG,MF,Strasbourg,fr Ligue 1,22.0,2003.0,19,11,962,10.7,25,13,52.0,0,0,2,0,12,19,0,0,0.5577701828383912
Aleksandr Golovin,ru RUS,MF,Monaco,fr Ligue 1,29.0,1996.0,17,16,1212,13.5,23,11,47.8,0,0,3,1,20,30,0,1,0.2649752094819737
João Gomes,br BRA,MF,Wolves,eng Premier League,25.0,2001.0,27,24,2117,23.5,15,6,40.0,0,0,8,0,54,24,0,0,0.6080928200820004
Toti Gomes,pt POR,DF,Wolves,eng Premier League,27.0,1999.0,14,13,1039,11.5,4,1,25.0,0,0,2,1,9,10,0,0,-0.8943649863651473
Diego Gómez,py PAR,"MF,FW",Brighton,eng Premier League,22.0,2003.0,25,20,1676,18.6,31,13,41.9,0,0,6,0,35,17,0,0,0.36719356613776116
Moi Gómez,es ESP,MF,Osasuna,es La Liga,31.0,1994.0,18,10,921,10.2,9,2,22.2,0,0,2,0,14,21,0,0,-0.7345034583197896
Valentín Gómez,ar ARG,DF,Real Betis,es La Liga,22.0,2003.0,18,11,1126,12.5,9,3,33.3,0,0,5,0,18,9,0,0,-0.3369519723877995
Nicolás González,es ESP,MF,Manchester City,eng Premier League,24.0,2002.0,21,15,1376,15.3,12,2,16.7,0,0,6,0,28,2,0,0,-0.10010336350436799
Nicolás González,ar ARG,"MF,DF",Atlético Madrid,es La Liga,27.0,1998.0,18,15,1125,12.5,34,16,47.1,0,0,3,0,21,25,0,0,-0.1883064986194323
Urko González,es ESP,MF,Espanyol,es La Liga,24.0,2001.0,24,17,1640,18.2,11,1,9.1,0,0,4,0,23,8,0,0,-0.2579538919919463
Anthony Gordon,eng ENG,FW,Newcastle United,eng Premier League,25.0,2001.0,22,20,1464,16.3,38,14,36.8,2,2,3,1,12,67,0,0,-0.06742187841196776
Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,31.0,1995.0,21,16,1199,13.3,14,4,28.6,0,0,4,0,11,2,0,0,-0.2344383151848884
Jon Gorrotxategi,es ESP,MF,Real Sociedad,es La Liga,24.0,2002.0,24,21,1863,20.7,11,1,9.1,0,0,7,0,26,5,0,0,0.2774128843818763
Robin Gosens,de GER,"MF,DF",Fiorentina,it Serie A,31.0,1994.0,16,14,1129,12.5,12,6,50.0,0,0,2,0,15,26,0,0,-0.28919082506990135
Alberto Grassi,it ITA,MF,Cremonese,it Serie A,30.0,1995.0,20,10,1056,11.7,5,3,60.0,0,0,3,0,9,2,0,0,-0.4966959104749485
Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,23.0,2002.0,26,26,2293,25.5,29,8,27.6,0,0,4,0,25,6,0,0,0.8237109308763858
Archie Gray,eng ENG,"MF,DF",Tottenham Hotspur,eng Premier League,19.0,2006.0,18,14,1111,12.3,7,4,57.1,0,0,5,0,10,8,0,0,-0.21181252674982967
Jack Grealish,eng ENG,MF,Everton,eng Premier League,30.0,1995.0,20,18,1627,18.1,26,8,30.8,0,0,5,1,13,39,0,1,0.712288383512301
Mason Greenwood,eng ENG,MF,Marseille,fr Ligue 1,24.0,2001.0,23,21,1826,20.3,87,36,41.4,5,7,2,0,16,86,0,0,0.9264063223681612
Vincenzo Grifo,it ITA,MF,Freiburg,de Bundesliga,32.0,1993.0,24,15,1203,13.4,20,7,35.0,4,4,0,0,8,91,0,0,-0.2609256292713045
Álex Grimaldo,es ESP,MF,Leverkusen,de Bundesliga,30.0,1995.0,19,19,1621,18.0,35,13,37.1,2,2,4,0,8,88,0,0,0.3914349238830152
Ilia Gruev,bg BUL,MF,Leeds United,eng Premier League,25.0,2000.0,19,14,1186,13.2,6,1,16.7,0,0,3,0,14,16,0,0,-0.4709553572563644
Marco Grüll,at AUT,"MF,FW",Werder Bremen,de Bundesliga,27.0,1998.0,24,18,1545,17.2,34,11,32.4,0,0,4,0,22,54,0,0,-0.15762627802265608
Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,es La Liga,34.0,1991.0,22,17,1590,17.7,15,5,33.3,0,0,6,0,28,6,0,0,-0.37851958684545245
Gabriel Gudmundsson,se SWE,"DF,MF",Leeds United,eng Premier League,26.0,1999.0,27,26,2235,24.8,17,3,17.6,0,0,4,0,28,71,1,0,0.28482419700658296
Gonçalo Guedes,pt POR,MF,Real Sociedad,es La Liga,29.0,1996.0,26,19,1494,16.6,36,14,38.9,0,0,1,0,15,57,0,0,0.4507458063381366
Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,25.0,2000.0,20,20,1800,20.0,15,4,26.7,0,0,4,0,14,10,0,0,0.1495644753615682
Mattéo Guendouzi,fr FRA,MF,Lazio,it Serie A,26.0,1999.0,16,16,1428,15.9,16,8,50.0,0,0,5,1,17,20,0,0,-0.160444828823223
Javier Guerra,es ESP,MF,Valencia,es La Liga,23.0,2003.0,25,15,1255,13.9,15,4,26.7,0,0,3,0,21,25,0,0,-0.41681760981668275
Pape Gueye,sn SEN,MF,Villarreal,es La Liga,27.0,1999.0,20,16,1361,15.1,28,8,28.6,1,1,7,0,27,10,0,0,0.3078881225843461
Bruno Guimarães,br BRA,MF,Newcastle United,eng Premier League,28.0,1997.0,23,22,2017,22.4,32,17,53.1,2,2,5,0,33,62,0,0,1.4872435541202969
Daouda Guindo,ml MLI,DF,Brest,fr Ligue 1,23.0,2002.0,18,12,1107,12.3,15,4,26.7,0,0,3,1,22,20,0,0,-0.3715102490723643
Serhou Guirassy,gn GUI,FW,Dortmund,de Bundesliga,29.0,1996.0,23,20,1730,19.2,58,26,44.8,1,3,2,0,30,3,0,0,0.41365144557124794
Arda Güler,tr TUR,MF,Real Madrid,es La Liga,21.0,2005.0,25,20,1604,17.8,40,15,37.5,0,0,1,0,20,104,0,0,0.5517878639926556
Gorka Guruzeta,es ESP,"FW,MF",Athletic Club,es La Liga,29.0,1996.0,23,19,1558,17.3,55,20,36.4,1,1,4,1,34,6,0,1,0.0905075839816568
Malo Gusto,fr FRA,"DF,MF",Chelsea,eng Premier League,22.0,2003.0,25,17,1577,17.5,11,5,45.5,0,0,4,1,14,28,0,1,0.1566492436115981
Albert Guðmundsson,is ISL,"FW,MF",Fiorentina,it Serie A,28.0,1997.0,22,18,1522,16.9,28,11,39.3,3,3,3,0,28,34,0,0,-0.21621449789467903
Joško Gvardiol,hr CRO,DF,Manchester City,eng Premier League,24.0,2002.0,16,15,1302,14.5,16,5,31.3,0,0,2,0,16,2,0,0,-0.18178733201101366
Viktor Gyökeres,se SWE,FW,Arsenal,eng Premier League,27.0,1998.0,27,22,1804,20.0,42,16,38.1,2,2,4,0,25,7,0,0,0.1580586864416951
Erling Haaland,no NOR,FW,Manchester City,eng Premier League,25.0,2000.0,27,26,2233,24.8,96,48,50.0,3,4,1,0,18,2,0,0,1.7663681105163547
Janik Haberer,de GER,MF,Union Berlin,de Bundesliga,31.0,1994.0,21,14,1154,12.8,11,1,9.1,0,0,8,0,19,53,0,0,-0.6440976308849418
Albian Hajdari,xk KVX,DF,Hoffenheim,de Bundesliga,22.0,2003.0,21,20,1732,19.2,12,3,25.0,0,0,8,0,30,12,0,0,0.15021282913933962
Achraf Hakimi,ma MAR,"DF,MF",Paris Saint-Germain,fr Ligue 1,27.0,1998.0,13,10,1001,11.1,19,6,31.6,0,0,2,1,7,29,0,0,-0.37318209795938656
Lewis Hall,eng ENG,DF,Newcastle United,eng Premier League,21.0,2004.0,21,16,1483,16.5,18,3,16.7,0,0,2,0,13,77,0,0,0.0672666463025091
Dávid Hancko,sk SVK,DF,Atlético Madrid,es La Liga,28.0,1997.0,24,21,1937,21.5,17,4,23.5,0,0,0,0,12,29,0,0,-0.3863749757272647
Hákon Haraldsson,is ISL,"MF,FW",Lille,fr Ligue 1,22.0,2003.0,22,19,1608,17.9,32,7,21.9,0,0,4,0,21,56,0,0,0.05422489037046563
Quilindschy Hartman,nl NED,DF,Burnley,eng Premier League,24.0,2001.0,15,15,1337,14.9,6,2,33.3,0,0,1,0,8,63,0,0,-0.2408337250113032
Haissem Hassan,fr FRA,"MF,FW",Oviedo,es La Liga,24.0,2002.0,24,16,1450,16.1,28,6,21.4,0,0,1,0,9,89,0,0,-0.44945414888143
Jan Paul van Hecke,nl NED,DF,Brighton,eng Premier League,25.0,2000.0,26,26,2310,25.7,17,8,47.1,0,0,7,0,22,16,1,0,0.5630437529814322
Hwang Hee-chan,kr KOR,"FW,MF",Wolves,eng Premier League,30.0,1996.0,20,15,1149,12.8,15,6,40.0,1,1,3,0,22,17,0,0,-0.4901398671234897
Torbjørn Heggem,no NOR,DF,Bologna,it Serie A,27.0,1999.0,21,20,1817,20.2,10,2,20.0,0,0,0,1,28,1,0,0,-0.5733393042921772
Gauthier Hein,fr FRA,"MF,FW",Metz,fr Ligue 1,29.0,1996.0,20,18,1594,17.7,27,9,33.3,4,4,3,1,10,84,0,1,-0.03403871023618762
Jordan Henderson,eng ENG,MF,Brentford,eng Premier League,35.0,1990.0,26,18,1579,17.5,6,1,16.7,0,0,4,0,11,44,0,0,-0.21881854546508156
Luis Henrique,br BRA,MF,Inter,it Serie A,24.0,2001.0,22,16,1330,14.8,14,6,42.9,0,0,1,0,5,36,0,0,-0.48269996378963204
Mario Hermoso,es ESP,DF,Roma,it Serie A,30.0,1995.0,17,15,1292,14.4,8,3,37.5,0,0,6,0,27,7,0,0,-0.2278171284866107
Lucas Hernández,fr FRA,DF,Paris Saint-Germain,fr Ligue 1,30.0,1996.0,17,13,1161,12.9,7,2,28.6,0,0,2,0,14,9,0,0,-0.5418976895049359
Isak Hien,se SWE,DF,Atalanta,it Serie A,27.0,1999.0,22,17,1625,18.1,7,3,42.9,0,0,3,0,30,0,1,0,-0.06139216031793184
James Hill,eng ENG,DF,Bournemouth,eng Premier League,24.0,2002.0,19,12,1206,13.4,5,1,20.0,0,0,2,0,10,8,0,0,-0.3987020202534389
Piero Hincapié,ec ECU,DF,Arsenal,eng Premier League,24.0,2002.0,19,16,1396,15.5,2,1,50.0,0,0,2,0,16,26,1,0,0.3766903989192774
Jack Hinshelwood,eng ENG,"MF,DF",Brighton,eng Premier League,20.0,2005.0,17,10,939,10.4,17,5,29.4,0,0,0,0,23,4,1,0,-0.5353411877343212
